1	2	1	0	0	0	1	7
2	3	1	0	0	0	1	0
3	4	1	0	0	0	1	7
4	1	2	0	0	0	2	5
5	2	2	0	0	0	1	7
6	3	2	0	0	0	0	7
7	3	3	0	0	0	2	7
8	3	3	0	0	0	2	7
9	1	4	0	0	0	0	6
10	2	4	0	0	0	0	7
11	3	4	0	0	0	3	7
12	0	5	0	0	0	2	3
13	0	5	0	0	0	2	2
14	3	5	0	0	0	0	7
15	3	5	0	0	0	2	7
16	1	6	0	0	0	3	6
17	3	6	0	0	0	1	7
18	3	7	0	0	0	2	0
19	3	7	0	0	0	3	7
20	3	7	0	0	0	3	0
21	3	7	0	0	0	1	7
22	0	8	0	0	0	1	2
23	1	8	0	0	0	0	4
24	3	8	0	0	0	1	0
25	3	8	0	0	0	3	7
26	3	9	0	0	0	3	7
27	3	9	0	0	0	0	7
28	0	10	0	0	0	0	0
29	3	10	0	0	0	1	7
30	3	10	0	0	0	3	7
31	3	11	0	0	0	1	0
32	3	11	0	0	0	3	0
33	2	12	0	0	0	3	7
34	3	12	0	0	0	1	7
35	0	13	0	0	0	0	3
36	0	13	0	0	0	0	2
37	1	13	0	0	0	2	4
38	3	13	0	0	0	3	7
39	3	13	0	0	0	0	7
40	2	14	0	0	0	2	7
41	2	14	0	0	0	2	7
42	3	14	0	0	0	2	7
43	3	14	0	0	0	1	0
44	2	15	0	0	0	2	0
45	2	15	0	0	0	2	7
46	3	15	0	0	0	1	0
47	3	15	0	0	0	2	7
48	3	16	0	0	0	2	7
49	1	17	0	0	0	1	5
50	1	17	0	0	0	2	6
51	3	17	0	0	0	3	7
52	3	18	0	0	0	3	7
53	3	18	0	0	0	0	0
54	3	18	0	0	0	1	7
55	3	19	0	0	0	2	7
56	0	20	0	0	0	3	0
57	3	20	0	0	0	2	7
58	3	20	0	0	0	0	0
59	0	21	0	0	0	0	2
60	1	21	0	0	0	2	4
61	3	21	0	0	0	2	7
62	3	21	0	0	0	2	7
63	2	22	0	0	0	0	7
64	3	23	0	0	0	1	7
65	3	23	0	0	0	1	7
66	3	23	0	0	0	0	7
67	2	24	0	0	0	1	7
68	3	24	0	0	0	1	7
69	1	25	0	0	0	2	5
70	2	25	0	0	0	3	7
71	3	25	0	0	0	0	7
72	3	25	0	0	0	1	7
73	4	26	0	0	0	1	0
74	1	27	0	0	0	3	5
75	1	27	0	0	0	0	5
76	3	27	0	0	0	2	7
77	3	27	0	0	0	2	0
78	4	27	0	0	0	0	0
79	3	28	0	0	0	3	7
80	3	29	0	0	0	0	0
81	3	30	0	0	0	3	7
82	3	30	0	0	0	3	0
83	3	30	0	0	0	1	0
84	4	30	0	0	0	1	0
85	3	31	0	0	0	3	7
86	3	32	0	0	0	2	0
87	3	32	0	0	0	1	7
88	3	33	0	0	0	0	0
89	3	33	0	0	0	3	7
90	2	34	0	0	0	1	7
91	3	34	0	0	0	3	7
92	2	35	0	0	0	1	7
93	3	35	0	0	0	0	0
94	3	35	0	0	0	2	7
95	2	36	0	0	0	1	7
96	2	36	0	0	0	1	0
97	3	36	0	0	0	3	0
98	3	36	0	0	0	2	7
99	0	37	0	0	0	0	3
100	0	37	0	0	0	2	0
101	3	37	0	0	0	3	0
102	3	37	0	0	0	1	7
103	4	38	0	0	0	2	0
104	4	39	0	0	0	3	7
105	4	39	0	0	0	0	0
106	2	40	0	0	0	1	7
107	2	40	0	0	0	0	0
108	3	40	0	0	0	0	7
109	3	40	0	0	0	2	0
110	3	41	0	0	0	1	7
111	3	41	0	0	0	3	7
112	3	42	0	0	0	3	7
113	3	43	0	0	0	0	7
114	0	44	0	0	0	2	0
115	1	44	0	0	0	3	4
116	1	44	0	0	0	1	4
117	3	44	0	0	0	0	7
118	3	44	0	0	0	1	7
119	3	45	0	0	0	3	7
120	3	45	0	0	0	1	7
121	3	46	0	0	0	1	7
122	3	46	0	0	0	1	7
123	4	46	0	0	0	1	7
124	2	47	0	0	0	2	7
125	3	47	0	0	0	1	7
126	3	48	0	0	0	0	0
127	4	48	0	0	0	1	0
128	3	49	0	0	0	2	7
129	3	49	0	0	0	3	7
130	4	49	0	0	0	1	0
131	0	50	0	0	0	0	0
132	3	50	0	0	0	0	0
133	3	50	0	0	0	1	7
134	3	51	0	0	0	2	7
135	2	52	0	0	0	3	7
136	3	52	0	0	0	0	7
137	4	52	0	0	0	1	0
138	1	53	0	0	0	2	5
139	1	53	0	0	0	2	6
140	1	53	0	0	0	0	6
141	3	53	0	0	0	0	0
142	3	53	0	0	0	0	0
143	2	54	0	0	0	2	7
144	3	54	0	0	0	0	7
145	3	54	0	0	0	3	0
146	3	55	0	0	0	1	0
147	3	56	0	0	0	2	7
148	3	56	0	0	0	3	7
149	2	57	0	0	0	1	7
150	3	57	0	0	0	3	7
151	3	57	0	0	0	2	0
152	3	58	0	0	0	2	7
153	3	58	0	0	0	0	7
154	3	59	0	0	0	3	0
155	4	59	0	0	0	2	0
156	4	59	0	0	0	0	0
157	2	60	0	0	0	3	7
158	3	60	0	0	0	1	0
159	3	60	0	0	0	0	0
160	1	61	0	0	0	3	4
161	1	61	0	0	0	3	4
162	3	61	0	0	0	3	0
163	3	61	0	0	0	0	7
164	2	62	0	0	0	3	7
165	2	62	0	0	0	3	7
166	3	62	0	0	0	3	7
167	3	62	0	0	0	2	7
168	4	62	0	0	0	0	0
169	2	63	0	0	0	2	0
170	3	63	0	0	0	2	0
171	1	64	0	0	0	1	4
172	1	64	0	0	0	2	4
173	3	64	0	0	0	0	7
174	3	64	0	0	0	1	7
175	3	65	0	0	0	0	0
176	3	65	0	0	0	2	7
177	3	66	0	0	0	0	7
178	3	67	0	0	0	3	7
179	3	67	0	0	0	3	7
180	3	67	0	0	0	2	7
181	2	68	0	0	0	0	7
182	2	68	0	0	0	1	7
183	3	68	0	0	0	1	7
184	3	68	0	0	0	0	7
185	2	69	0	0	0	0	7
186	3	69	0	0	0	1	7
187	3	69	0	0	0	1	0
188	3	70	0	0	0	2	7
189	3	70	0	0	0	2	7
190	4	71	0	0	0	0	0
191	1	72	0	0	0	2	4
192	1	72	0	0	0	1	4
193	3	72	0	0	0	1	7
194	3	72	0	0	0	3	0
195	2	73	0	0	0	2	7
196	3	73	0	0	0	3	7
197	3	74	0	0	0	2	7
198	1	75	0	0	0	0	4
199	1	75	0	0	0	2	5
200	3	75	0	0	0	3	0
201	3	75	0	0	0	3	7
202	4	76	0	0	0	0	0
203	4	76	0	0	0	0	0
204	2	77	0	0	0	0	0
205	4	78	0	0	0	1	0
206	2	79	0	0	0	0	7
207	3	79	0	0	0	2	0
208	3	79	0	0	0	1	7
209	1	80	0	0	0	3	4
210	1	80	0	0	0	0	4
211	3	80	0	0	0	0	7
212	3	80	0	0	0	1	7
213	0	81	0	0	0	1	3
214	0	81	0	0	0	2	3
215	3	81	0	0	0	0	0
216	3	81	0	0	0	0	7
217	0	82	0	0	0	2	0
218	0	82	0	0	0	1	3
219	3	82	0	0	0	1	0
220	3	82	0	0	0	0	0
221	3	83	0	0	0	0	0
222	3	83	0	0	0	2	0
223	3	84	0	0	0	1	7
224	3	85	0	0	0	2	7
225	3	85	0	0	0	1	0
226	4	86	0	0	0	2	0
227	1	87	0	0	0	1	5
228	1	87	0	0	0	0	6
229	3	87	0	0	0	1	7
230	3	87	0	0	0	0	7
231	0	88	0	0	0	0	3
232	0	88	0	0	0	1	3
233	3	88	0	0	0	2	7
234	3	88	0	0	0	1	0
235	2	89	0	0	0	1	7
236	2	90	0	0	0	3	7
237	3	90	0	0	0	2	7
238	3	90	0	0	0	0	7
239	3	91	0	0	0	1	0
240	4	91	0	0	0	2	7
241	4	92	0	0	0	3	0
242	4	92	0	0	0	3	0
243	2	93	0	0	0	0	0
244	3	93	0	0	0	2	7
